Iter^{-1/2}, Pi
0.00602902, 4.20486
0.00602891, 4.20471
0.0060288, 4.20485
0.00602869, 4.2047
0.00602858, 4.20483
0.00602847, 4.20468
0.00602836, 4.20482
0.00602825, 4.20496
0.00602814, 4.2048
0.00602804, 4.20465
0.00602793, 4.20479
0.00602782, 4.20493
0.00602771, 4.20477
0.0060276, 4.20491
0.00602749, 4.20505
0.00602738, 4.2049
0.00602727, 4.20474
0.00602716, 4.20459
0.00602705, 4.20473
0.00602694, 4.20487
0.00602683, 4.20471
0.00602672, 4.20485
0.00602661, 4.2047
0.0060265, 4.20455
0.00602639, 4.20468
0.00602628, 4.20453
0.00602617, 4.20467
0.00602606, 4.20481
0.00602596, 4.20466
0.00602585, 4.2045
0.00602574, 4.20435
0.00602563, 4.20449
0.00602552, 4.20434
0.00602541, 4.20418
0.0060253, 4.20432
0.00602519, 4.20446
0.00602508, 4.2046
0.00602497, 4.20473
0.00602486, 4.20458
0.00602475, 4.20443
0.00602464, 4.20428
0.00602453, 4.20441
0.00602442, 4.20426
0.00602432, 4.2044
0.00602421, 4.20454
0.0060241, 4.20467
0.00602399, 4.20481
0.00602388, 4.20466
0.00602377, 4.2048
0.00602366, 4.20493
0.00602355, 4.20478
0.00602344, 4.20463
0.00602333, 4.20448
0.00602322, 4.20432
0.00602311, 4.20417
0.006023, 4.20431
0.00602289, 4.20416
0.00602279, 4.20429
0.00602268, 4.20443
0.00602257, 4.20428
0.00602246, 4.20442
0.00602235, 4.20427
0.00602224, 4.20411
0.00602213, 4.20396
0.00602202, 4.20381
0.00602191, 4.20366
0.0060218, 4.2035
0.00602169, 4.20335
0.00602158, 4.2032
0.00602147, 4.20305
0.00602137, 4.20289
0.00602126, 4.20303
0.00602115, 4.20288
0.00602104, 4.20302
0.00602093, 4.20286
0.00602082, 4.203
0.00602071, 4.20314
0.0060206, 4.20299
0.00602049, 4.20283
0.00602038, 4.20297
0.00602027, 4.20311
0.00602017, 4.20325
0.00602006, 4.20309
0.00601995, 4.20323
0.00601984, 4.20337
0.00601973, 4.20351
0.00601962, 4.20365
0.00601951, 4.20378
0.0060194, 4.20363
0.00601929, 4.20348
0.00601918, 4.20362
0.00601907, 4.20375
0.00601897, 4.20389
0.00601886, 4.20403
0.00601875, 4.20388
0.00601864, 4.20401
0.00601853, 4.20415
0.00601842, 4.20429
0.00601831, 4.20443
0.0060182, 4.20456
0.00601809, 4.2047
0.00601798, 4.20455
0.00601788, 4.20469
0.00601777, 4.20453
0.00601766, 4.20467
0.00601755, 4.20481
0.00601744, 4.20466
0.00601733, 4.2045
0.00601722, 4.20435
0.00601711, 4.20449
0.006017, 4.20463
0.0060169, 4.20447
0.00601679, 4.20461
0.00601668, 4.20446
0.00601657, 4.2046
0.00601646, 4.20445
0.00601635, 4.20458
0.00601624, 4.20472
0.00601613, 4.20486
0.00601602, 4.20499
0.00601592, 4.20484
0.00601581, 4.20498
0.0060157, 4.20512
0.00601559, 4.20525
0.00601548, 4.20539
0.00601537, 4.20524
0.00601526, 4.20538
0.00601515, 4.20551
0.00601504, 4.20536
0.00601494, 4.20521
0.00601483, 4.20535
0.00601472, 4.20548
0.00601461, 4.20562
0.0060145, 4.20576
0.00601439, 4.2059
0.00601428, 4.20574
0.00601417, 4.20559
0.00601407, 4.20573
0.00601396, 4.20558
0.00601385, 4.20542
0.00601374, 4.20556
0.00601363, 4.2057
0.00601352, 4.20584
0.00601341, 4.20597
0.0060133, 4.20582
0.0060132, 4.20596
0.00601309, 4.20581
0.00601298, 4.20565
0.00601287, 4.2055
0.00601276, 4.20535
0.00601265, 4.2052
0.00601254, 4.20534
0.00601243, 4.20518
0.00601233, 4.20532
0.00601222, 4.20546
0.00601211, 4.2056
0.006012, 4.20573
0.00601189, 4.20587
0.00601178, 4.20601
0.00601167, 4.20614
0.00601157, 4.20599
0.00601146, 4.20584
0.00601135, 4.20598
0.00601124, 4.20611
0.00601113, 4.20596
0.00601102, 4.20581
0.00601091, 4.20595
0.00601081, 4.2058
0.0060107, 4.20564
0.00601059, 4.20549
0.00601048, 4.20534
0.00601037, 4.20519
0.00601026, 4.20532
0.00601015, 4.20546
0.00601005, 4.2056
0.00600994, 4.20545
0.00600983, 4.20558
0.00600972, 4.20572
0.00600961, 4.20557
0.0060095, 4.20571
0.00600939, 4.20584
0.00600929, 4.20598
0.00600918, 4.20612
0.00600907, 4.20625
0.00600896, 4.2061
0.00600885, 4.20624
0.00600874, 4.20638
0.00600863, 4.20651
0.00600853, 4.20665
0.00600842, 4.20679
0.00600831, 4.20664
0.0060082, 4.20677
0.00600809, 4.20662
0.00600798, 4.20676
0.00600788, 4.20661
0.00600777, 4.20645
0.00600766, 4.20659
0.00600755, 4.20673
0.00600744, 4.20658
0.00600733, 4.20671
0.00600723, 4.20685
0.00600712, 4.2067
0.00600701, 4.20683
0.0060069, 4.20697
0.00600679, 4.20682
0.00600668, 4.20696
0.00600657, 4.2068
0.00600647, 4.20694
0.00600636, 4.20679
0.00600625, 4.20693
0.00600614, 4.20677
0.00600603, 4.20691
0.00600592, 4.20676
0.00600582, 4.2069
0.00600571, 4.20703
0.0060056, 4.20717
0.00600549, 4.20702
0.00600538, 4.20716
0.00600527, 4.207
0.00600517, 4.20685
0.00600506, 4.2067
0.00600495, 4.20684
0.00600484, 4.20669
0.00600473, 4.20682
0.00600463, 4.20667
0.00600452, 4.20681
0.00600441, 4.20694
0.0060043, 4.20708
0.00600419, 4.20693
0.00600408, 4.20707
0.00600398, 4.2072
0.00600387, 4.20705
0.00600376, 4.2069
0.00600365, 4.20704
0.00600354, 4.20688
0.00600343, 4.20673
0.00600333, 4.20687
0.00600322, 4.20701
0.00600311, 4.20685
0.006003, 4.2067
0.00600289, 4.20655
0.00600279, 4.20669
0.00600268, 4.20682
0.00600257, 4.20667
0.00600246, 4.20652
0.00600235, 4.20666
0.00600225, 4.20679
0.00600214, 4.20664
0.00600203, 4.20678
0.00600192, 4.20692
0.00600181, 4.20676
0.0060017, 4.2069
0.0060016, 4.20675
0.00600149, 4.20689
0.00600138, 4.20674
0.00600127, 4.20687
0.00600116, 4.20701
0.00600106, 4.20686
0.00600095, 4.20671
0.00600084, 4.20655
0.00600073, 4.20669
0.00600062, 4.20683
0.00600052, 4.20696
0.00600041, 4.20681
0.0060003, 4.20695
0.00600019, 4.20709
0.00600008, 4.20722
0.00599998, 4.20736
0.00599987, 4.20721
0.00599976, 4.20706
0.00599965, 4.20719
0.00599954, 4.20704
0.00599944, 4.20718
0.00599933, 4.20703
0.00599922, 4.20687
0.00599911, 4.20672
0.005999, 4.20657
0.0059989, 4.20642
0.00599879, 4.20627
0.00599868, 4.20641
0.00599857, 4.20625
0.00599846, 4.2061
0.00599836, 4.20624
0.00599825, 4.20609
0.00599814, 4.20594
0.00599803, 4.20579
0.00599793, 4.20592
0.00599782, 4.20577
0.00599771, 4.20562
0.0059976, 4.20547
0.00599749, 4.2056
0.00599739, 4.20545
0.00599728, 4.20559
0.00599717, 4.20544
0.00599706, 4.20557
0.00599695, 4.20542
0.00599685, 4.20556
0.00599674, 4.20541
0.00599663, 4.20554
0.00599652, 4.20568
0.00599642, 4.20553
0.00599631, 4.20538
0.0059962, 4.20523
0.00599609, 4.20536
0.00599598, 4.2055
0.00599588, 4.20564
0.00599577, 4.20577
0.00599566, 4.20591
0.00599555, 4.20605
0.00599545, 4.2059
0.00599534, 4.20603
0.00599523, 4.20617
0.00599512, 4.2063
0.00599501, 4.20615
0.00599491, 4.206
0.0059948, 4.20585
0.00599469, 4.2057
0.00599458, 4.20555
0.00599448, 4.20568
0.00599437, 4.20553
0.00599426, 4.20538
0.00599415, 4.20523
0.00599404, 4.20508
0.00599394, 4.20493
0.00599383, 4.20478
0.00599372, 4.20491
0.00599361, 4.20505
0.00599351, 4.20519
0.0059934, 4.20504
0.00599329, 4.20489
0.00599318, 4.20473
0.00599308, 4.20458
0.00599297, 4.20443
0.00599286, 4.20457
0.00599275, 4.2047
0.00599265, 4.20484
0.00599254, 4.20498
0.00599243, 4.20483
0.00599232, 4.20496
0.00599222, 4.2051
0.00599211, 4.20495
0.005992, 4.20508
0.00599189, 4.20493
0.00599178, 4.20507
0.00599168, 4.20521
0.00599157, 4.20505
0.00599146, 4.20519
0.00599135, 4.20504
0.00599125, 4.20489
0.00599114, 4.20474
0.00599103, 4.20487
0.00599092, 4.20472
0.00599082, 4.20457
0.00599071, 4.20442
0.0059906, 4.20456
0.00599049, 4.20441
0.00599039, 4.20454
0.00599028, 4.20468
0.00599017, 4.20482
0.00599006, 4.20466
0.00598996, 4.2048
0.00598985, 4.20465
0.00598974, 4.2045
0.00598963, 4.20435
0.00598953, 4.20448
0.00598942, 4.20433
0.00598931, 4.20418
0.00598921, 4.20403
0.0059891, 4.20417
0.00598899, 4.2043
0.00598888, 4.20415
0.00598878, 4.204
0.00598867, 4.20414
0.00598856, 4.20427
0.00598845, 4.20412
0.00598835, 4.20397
0.00598824, 4.20382
0.00598813, 4.20396
0.00598802, 4.20409
0.00598792, 4.20394
0.00598781, 4.20408
0.0059877, 4.20422
0.00598759, 4.20435
0.00598749, 4.20449
0.00598738, 4.20462
0.00598727, 4.20476
0.00598717, 4.2049
0.00598706, 4.20475
0.00598695, 4.20488
0.00598684, 4.20473
0.00598674, 4.20487
0.00598663, 4.205
0.00598652, 4.20485
0.00598641, 4.2047
0.00598631, 4.20455
0.0059862, 4.2044
0.00598609, 4.20425
0.00598599, 4.2041
0.00598588, 4.20424
0.00598577, 4.20437
0.00598566, 4.20451
0.00598556, 4.20436
0.00598545, 4.20421
0.00598534, 4.20434
0.00598523, 4.20419
0.00598513, 4.20433
0.00598502, 4.20418
0.00598491, 4.20403
0.00598481, 4.20388
0.0059847, 4.20372
0.00598459, 4.20357
0.00598448, 4.20342
0.00598438, 4.20356
0.00598427, 4.2037
0.00598416, 4.20383
0.00598406, 4.20397
0.00598395, 4.2041
0.00598384, 4.20395
0.00598373, 4.2038
0.00598363, 4.20394
0.00598352, 4.20407
0.00598341, 4.20392
0.00598331, 4.20406
0.0059832, 4.20391
0.00598309, 4.20376
0.00598298, 4.20361
0.00598288, 4.20346
0.00598277, 4.20359
0.00598266, 4.20373
0.00598256, 4.20387
0.00598245, 4.204
0.00598234, 4.20385
0.00598224, 4.2037
0.00598213, 4.20384
0.00598202, 4.20397
0.00598191, 4.20382
0.00598181, 4.20396
0.0059817, 4.20381
0.00598159, 4.20394
0.00598149, 4.20408
0.00598138, 4.20393
0.00598127, 4.20406
0.00598117, 4.20391
0.00598106, 4.20405
0.00598095, 4.20419
0.00598084, 4.20432
0.00598074, 4.20446
0.00598063, 4.20431
0.00598052, 4.20444
0.00598042, 4.20429
0.00598031, 4.20443
0.0059802, 4.20456
0.0059801, 4.2047
0.00597999, 4.20483
0.00597988, 4.20468
0.00597977, 4.20482
0.00597967, 4.20467
0.00597956, 4.20452
0.00597945, 4.20466
0.00597935, 4.20479
0.00597924, 4.20493
0.00597913, 4.20506
0.00597903, 4.2052
0.00597892, 4.20533
0.00597881, 4.20518
0.00597871, 4.20503
0.0059786, 4.20517
0.00597849, 4.2053
0.00597839, 4.20544
0.00597828, 4.20529
0.00597817, 4.20514
0.00597806, 4.20527
0.00597796, 4.20541
0.00597785, 4.20555
0.00597774, 4.20568
0.00597764, 4.20582
0.00597753, 4.20567
0.00597742, 4.2058
0.00597732, 4.20594
0.00597721, 4.20579
0.0059771, 4.20592
0.005977, 4.20606
0.00597689, 4.20591
0.00597678, 4.20604
0.00597668, 4.20618
0.00597657, 4.20632
0.00597646, 4.20645
0.00597636, 4.20659
0.00597625, 4.20644
0.00597614, 4.20629
0.00597604, 4.20614
0.00597593, 4.20599
0.00597582, 4.20584
0.00597572, 4.20597
0.00597561, 4.20611
0.0059755, 4.20596
0.0059754, 4.20609
0.00597529, 4.20623
0.00597518, 4.20636
0.00597508, 4.2065
0.00597497, 4.20663
0.00597486, 4.20677
0.00597476, 4.2069
0.00597465, 4.20704
0.00597454, 4.20717
0.00597444, 4.20702
0.00597433, 4.20687
0.00597422, 4.20701
0.00597412, 4.20686
0.00597401, 4.207
0.0059739, 4.20713
0.0059738, 4.20727
0.00597369, 4.20712
0.00597358, 4.20725
0.00597348, 4.20739
0.00597337, 4.20752
0.00597326, 4.20766
0.00597316, 4.20779
0.00597305, 4.20764
0.00597294, 4.20749
0.00597284, 4.20734
0.00597273, 4.20719
0.00597262, 4.20733
0.00597252, 4.20718
0.00597241, 4.20703
0.0059723, 4.20688
0.0059722, 4.20701
0.00597209, 4.20686
0.00597199, 4.207
0.00597188, 4.20685
0.00597177, 4.20698
0.00597167, 4.20712
0.00597156, 4.20725
0.00597145, 4.2071
0.00597135, 4.20695
0.00597124, 4.2068
0.00597113, 4.20665
0.00597103, 4.20679
0.00597092, 4.20692
0.00597081, 4.20706
0.00597071, 4.20691
0.0059706, 4.20704
0.0059705, 4.20689
0.00597039, 4.20703
0.00597028, 4.20688
0.00597018, 4.20701
0.00597007, 4.20686
0.00596996, 4.20671
0.00596986, 4.20656
0.00596975, 4.20641
0.00596964, 4.20626
0.00596954, 4.20612
0.00596943, 4.20625
0.00596932, 4.2061
0.00596922, 4.20595
0.00596911, 4.2058
0.00596901, 4.20565
0.0059689, 4.20579
0.00596879, 4.20592
0.00596869, 4.20577
0.00596858, 4.20562
0.00596847, 4.20547
0.00596837, 4.20561
0.00596826, 4.20574
0.00596816, 4.20588
0.00596805, 4.20573
0.00596794, 4.20586
0.00596784, 4.206
0.00596773, 4.20585
0.00596762, 4.2057
0.00596752, 4.20555
0.00596741, 4.20568
0.00596731, 4.20553
0.0059672, 4.20567
0.00596709, 4.20552
0.00596699, 4.20565
0.00596688, 4.20579
0.00596677, 4.20592
0.00596667, 4.20606
0.00596656, 4.20619
0.00596646, 4.20633
0.00596635, 4.20646
0.00596624, 4.20631
0.00596614, 4.20645
0.00596603, 4.20658
0.00596592, 4.20672
0.00596582, 4.20685
0.00596571, 4.20699
0.00596561, 4.20712
0.0059655, 4.20698
0.00596539, 4.20711
0.00596529, 4.20725
0.00596518, 4.2071
0.00596508, 4.20723
0.00596497, 4.20708
0.00596486, 4.20693
0.00596476, 4.20707
0.00596465, 4.2072
0.00596454, 4.20734
0.00596444, 4.20747
0.00596433, 4.20732
0.00596423, 4.20717
0.00596412, 4.20702
0.00596401, 4.20687
0.00596391, 4.20672
0.0059638, 4.20657
0.0059637, 4.20671
0.00596359, 4.20656
0.00596348, 4.20669
0.00596338, 4.20683
0.00596327, 4.20668
0.00596317, 4.20681
0.00596306, 4.20695
0.00596295, 4.20708
0.00596285, 4.20693
0.00596274, 4.20678
0.00596264, 4.20663
0.00596253, 4.20648
0.00596242, 4.20662
0.00596232, 4.20675
0.00596221, 4.2066
0.00596211, 4.20646
0.005962, 4.20631
0.00596189, 4.20616
0.00596179, 4.20629
0.00596168, 4.20643
0.00596158, 4.20628
0.00596147, 4.20641
0.00596136, 4.20655
0.00596126, 4.2064
0.00596115, 4.20625
0.00596105, 4.2061
0.00596094, 4.20595
0.00596083, 4.20608
0.00596073, 4.20593
0.00596062, 4.20607
0.00596052, 4.20592
0.00596041, 4.20605
0.00596031, 4.2059
0.0059602, 4.20575
0.00596009, 4.20561
0.00595999, 4.20574
0.00595988, 4.20588
0.00595978, 4.20573
0.00595967, 4.20558
0.00595956, 4.20571
0.00595946, 4.20585
0.00595935, 4.20598
0.00595925, 4.20583
0.00595914, 4.20597
0.00595904, 4.2061
0.00595893, 4.20624
0.00595882, 4.20609
0.00595872, 4.20622
0.00595861, 4.20636
0.00595851, 4.20649
0.0059584, 4.20662
0.00595829, 4.20648
0.00595819, 4.20661
0.00595808, 4.20674
0.00595798, 4.20688
0.00595787, 4.20701
0.00595777, 4.20686
0.00595766, 4.20672
0.00595755, 4.20685
0.00595745, 4.20698
0.00595734, 4.20712
0.00595724, 4.20697
0.00595713, 4.20682
0.00595703, 4.20696
0.00595692, 4.20681
0.00595681, 4.20694
0.00595671, 4.20708
0.0059566, 4.20693
0.0059565, 4.20678
0.00595639, 4.20663
0.00595629, 4.20676
0.00595618, 4.20661
0.00595608, 4.20646
0.00595597, 4.2066
0.00595586, 4.20673
0.00595576, 4.20687
0.00595565, 4.207
0.00595555, 4.20714
0.00595544, 4.20727
0.00595534, 4.20741
0.00595523, 4.20726
0.00595512, 4.20739
0.00595502, 4.20724
0.00595491, 4.20738
0.00595481, 4.20723
0.0059547, 4.20736
0.0059546, 4.20721
0.00595449, 4.20706
0.00595439, 4.2072
0.00595428, 4.20733
0.00595417, 4.20718
0.00595407, 4.20732
0.00595396, 4.20717
0.00595386, 4.20702
0.00595375, 4.20715
0.00595365, 4.207
0.00595354, 4.20685
0.00595344, 4.20699
0.00595333, 4.20684
0.00595322, 4.20669
0.00595312, 4.20683
0.00595301, 4.20668
0.00595291, 4.20653
0.0059528, 4.20638
0.0059527, 4.20623
0.00595259, 4.20636
0.00595249, 4.2065
0.00595238, 4.20663
0.00595228, 4.20648
0.00595217, 4.20662
0.00595206, 4.20675
0.00595196, 4.20689
0.00595185, 4.20674
0.00595175, 4.20659
0.00595164, 4.20672
0.00595154, 4.20657
0.00595143, 4.20671
0.00595133, 4.20684
0.00595122, 4.20698
0.00595112, 4.20711
0.00595101, 4.20696
0.00595091, 4.2071
0.0059508, 4.20723
0.00595069, 4.20737
0.00595059, 4.2075
0.00595048, 4.20735
0.00595038, 4.2072
0.00595027, 4.20734
0.00595017, 4.20747
0.00595006, 4.20732
0.00594996, 4.20717
0.00594985, 4.20731
0.00594975, 4.20716
0.00594964, 4.20729
0.00594954, 4.20743
0.00594943, 4.20756
0.00594933, 4.20769
0.00594922, 4.20755
0.00594911, 4.2074
0.00594901, 4.20753
0.0059489, 4.20767
0.0059488, 4.20752
0.00594869, 4.20737
0.00594859, 4.20722
0.00594848, 4.20735
0.00594838, 4.20749
0.00594827, 4.20762
0.00594817, 4.20747
0.00594806, 4.20732
0.00594796, 4.20717
0.00594785, 4.20731
0.00594775, 4.20716
0.00594764, 4.20729
0.00594754, 4.20715
0.00594743, 4.20728
0.00594733, 4.20713
0.00594722, 4.20698
0.00594712, 4.20683
0.00594701, 4.20697
0.00594691, 4.2071
0.0059468, 4.20724
0.00594669, 4.20737
0.00594659, 4.2075
0.00594648, 4.20736
0.00594638, 4.20749
0.00594627, 4.20762
0.00594617, 4.20747
0.00594606, 4.20733
0.00594596, 4.20746
0.00594585, 4.20731
0.00594575, 4.20716
0.00594564, 4.2073
0.00594554, 4.20715
0.00594543, 4.20728
0.00594533, 4.20713
0.00594522, 4.20727
0.00594512, 4.20712
0.00594501, 4.20725
0.00594491, 4.2071
0.0059448, 4.20724
0.0059447, 4.20737
0.00594459, 4.20751
0.00594449, 4.20764
0.00594438, 4.20777
0.00594428, 4.20763
0.00594417, 4.20748
0.00594407, 4.20761
0.00594396, 4.20774
0.00594386, 4.20788
0.00594375, 4.20773
0.00594365, 4.20758
0.00594354, 4.20772
0.00594344, 4.20785
0.00594333, 4.20798
0.00594323, 4.20812
0.00594312, 4.20825
0.00594302, 4.20838
0.00594291, 4.20824
0.00594281, 4.20837
0.0059427, 4.20822
0.0059426, 4.20807
0.00594249, 4.20821
0.00594239, 4.20834
0.00594228, 4.20819
0.00594218, 4.20833
0.00594207, 4.20846
0.00594197, 4.20859
0.00594186, 4.20873
0.00594176, 4.20858
0.00594165, 4.20843
0.00594155, 4.20828
0.00594144, 4.20813
0.00594134, 4.20827
0.00594123, 4.20812
0.00594113, 4.20797
0.00594103, 4.20782
0.00594092, 4.20767
0.00594082, 4.20781
0.00594071, 4.20794
0.00594061, 4.20807
0.0059405, 4.20821
0.0059404, 4.20834
0.00594029, 4.20819
0.00594019, 4.20805
0.00594008, 4.20818
0.00593998, 4.20803
0.00593987, 4.20816
0.00593977, 4.20802
0.00593966, 4.20787
0.00593956, 4.208
0.00593945, 4.20785
0.00593935, 4.2077
0.00593924, 4.20756
0.00593914, 4.20769
0.00593903, 4.20754
0.00593893, 4.20739
0.00593882, 4.20724
0.00593872, 4.20738
0.00593862, 4.20723
0.00593851, 4.20736
0.00593841, 4.20722
0.0059383, 4.20735
0.0059382, 4.2072
0.00593809, 4.20733
0.00593799, 4.20719
0.00593788, 4.20732
0.00593778, 4.20745
0.00593767, 4.20759
0.00593757, 4.20772
0.00593746, 4.20785
0.00593736, 4.20799
0.00593725, 4.20812
0.00593715, 4.20797
0.00593704, 4.20783
0.00593694, 4.20796
0.00593684, 4.20809
0.00593673, 4.20823
0.00593663, 4.20836
0.00593652, 4.20821
0.00593642, 4.20835
0.00593631, 4.20848
0.00593621, 4.20833
0.0059361, 4.20818
0.005936, 4.20803
0.00593589, 4.20789
0.00593579, 4.20802
0.00593569, 4.20815
0.00593558, 4.208
0.00593548, 4.20814
0.00593537, 4.20799
0.00593527, 4.20784
0.00593516, 4.20769
0.00593506, 4.20783
0.00593495, 4.20768
0.00593485, 4.20781
0.00593474, 4.20795
0.00593464, 4.2078
0.00593454, 4.20765
0.00593443, 4.2075
0.00593433, 4.20763
0.00593422, 4.20777
0.00593412, 4.2079
0.00593401, 4.20775
0.00593391, 4.20789
0.0059338, 4.20774
0.0059337, 4.20787
0.00593359, 4.20801
0.00593349, 4.20814
0.00593339, 4.20799
0.00593328, 4.20813
0.00593318, 4.20798
0.00593307, 4.20811
0.00593297, 4.20796
0.00593286, 4.20781
0.00593276, 4.20795
0.00593266, 4.20808
0.00593255, 4.20793
0.00593245, 4.20778
0.00593234, 4.20764
0.00593224, 4.20777
0.00593213, 4.2079
0.00593203, 4.20804
0.00593192, 4.20789
0.00593182, 4.20774
0.00593172, 4.20787
0.00593161, 4.20801
0.00593151, 4.20786
0.0059314, 4.20799
0.0059313, 4.20813
0.00593119, 4.20798
0.00593109, 4.20783
0.00593099, 4.20796
0.00593088, 4.20782
0.00593078, 4.20767
0.00593067, 4.2078
0.00593057, 4.20793
0.00593046, 4.20807
0.00593036, 4.2082
0.00593026, 4.20833
0.00593015, 4.20819
0.00593005, 4.20832
0.00592994, 4.20845
0.00592984, 4.20859
0.00592973, 4.20844
0.00592963, 4.20829
0.00592953, 4.20842
0.00592942, 4.20828
0.00592932, 4.20841
0.00592921, 4.20854
0.00592911, 4.20839
0.005929, 4.20825
0.0059289, 4.20838
0.0059288, 4.20851
0.00592869, 4.20837
0.00592859, 4.20822
0.00592848, 4.20807
0.00592838, 4.20792
0.00592827, 4.20777
0.00592817, 4.20791
0.00592807, 4.20804
0.00592796, 4.20817
0.00592786, 4.20803
0.00592775, 4.20788
0.00592765, 4.20773
0.00592755, 4.20786
0.00592744, 4.20772
0.00592734, 4.20785
0.00592723, 4.20798
0.00592713, 4.20783
0.00592703, 4.20797
0.00592692, 4.20782
0.00592682, 4.20767
0.00592671, 4.2078
0.00592661, 4.20766
0.0059265, 4.20779
0.0059264, 4.20792
0.0059263, 4.20778
0.00592619, 4.20791
0.00592609, 4.20776
0.00592598, 4.20761
0.00592588, 4.20775
0.00592578, 4.20788
0.00592567, 4.20801
0.00592557, 4.20787
0.00592546, 4.208
0.00592536, 4.20813
0.00592526, 4.20826
0.00592515, 4.2084
0.00592505, 4.20825
0.00592494, 4.2081
0.00592484, 4.20795
0.00592474, 4.20781
0.00592463, 4.20766
0.00592453, 4.20779
0.00592442, 4.20793
0.00592432, 4.20806
0.00592422, 4.20791
0.00592411, 4.20776
0.00592401, 4.2079
0.0059239, 4.20803
0.0059238, 4.20816
0.0059237, 4.2083
0.00592359, 4.20815
0.00592349, 4.208
0.00592338, 4.20785
0.00592328, 4.2077
0.00592318, 4.20784
0.00592307, 4.20769
0.00592297, 4.20754
0.00592287, 4.20768
0.00592276, 4.20781
0.00592266, 4.20794
0.00592255, 4.20779
0.00592245, 4.20793
0.00592235, 4.20778
0.00592224, 4.20791
0.00592214, 4.20776
0.00592203, 4.20762
0.00592193, 4.20747
0.00592183, 4.20732
0.00592172, 4.20746
0.00592162, 4.20759
0.00592152, 4.20744
0.00592141, 4.20757
0.00592131, 4.20743
0.0059212, 4.20728
0.0059211, 4.20741
0.005921, 4.20754
0.00592089, 4.2074
0.00592079, 4.20725
0.00592068, 4.2071
0.00592058, 4.20723
0.00592048, 4.20709
0.00592037, 4.20722
0.00592027, 4.20735
0.00592017, 4.20721
0.00592006, 4.20734
0.00591996, 4.20719
0.00591985, 4.20704
0.00591975, 4.20718
0.00591965, 4.20731
0.00591954, 4.20716
0.00591944, 4.20701
0.00591934, 4.20687
0.00591923, 4.207
0.00591913, 4.20713
0.00591903, 4.20727
0.00591892, 4.2074
0.00591882, 4.20725
0.00591871, 4.20738
0.00591861, 4.20752
0.00591851, 4.20737
0.0059184, 4.20722
0.0059183, 4.20736
0.0059182, 4.20721
0.00591809, 4.20734
0.00591799, 4.20747
0.00591789, 4.20761
0.00591778, 4.20774
0.00591768, 4.20787
0.00591757, 4.20772
0.00591747, 4.20786
0.00591737, 4.20799
0.00591726, 4.20812
0.00591716, 4.20826
0.00591706, 4.20811
0.00591695, 4.20824
0.00591685, 4.20809
0.00591675, 4.20823
0.00591664, 4.20808
0.00591654, 4.20821
0.00591643, 4.20806
0.00591633, 4.2082
0.00591623, 4.20805
0.00591612, 4.2079
0.00591602, 4.20776
0.00591592, 4.20761
0.00591581, 4.20746
0.00591571, 4.20731
0.00591561, 4.20717
0.0059155, 4.20702
0.0059154, 4.20715
0.0059153, 4.20729
0.00591519, 4.20742
0.00591509, 4.20727
0.00591499, 4.2074
0.00591488, 4.20754
0.00591478, 4.20739
0.00591468, 4.20752
0.00591457, 4.20737
0.00591447, 4.20723
0.00591436, 4.20708
0.00591426, 4.20693
0.00591416, 4.20707
0.00591405, 4.2072
0.00591395, 4.20705
0.00591385, 4.20718
0.00591374, 4.20704
0.00591364, 4.20717
0.00591354, 4.20702
0.00591343, 4.20687
0.00591333, 4.20673
0.00591323, 4.20658
0.00591312, 4.20671
0.00591302, 4.20657
0.00591292, 4.2067
0.00591281, 4.20655
0.00591271, 4.2064
0.00591261, 4.20626
0.0059125, 4.20639
0.0059124, 4.20624
0.0059123, 4.2061
0.00591219, 4.20623
0.00591209, 4.20636
0.00591199, 4.20621
0.00591188, 4.20607
0.00591178, 4.20592
0.00591168, 4.20605
0.00591157, 4.20619
0.00591147, 4.20632
0.00591137, 4.20645
0.00591126, 4.20658
0.00591116, 4.20644
0.00591106, 4.20629
0.00591095, 4.20614
0.00591085, 4.206
0.00591075, 4.20613
0.00591064, 4.20626
0.00591054, 4.20639
0.00591044, 4.20625
0.00591033, 4.20638
0.00591023, 4.20651
0.00591013, 4.20636
0.00591003, 4.2065
0.00590992, 4.20663
0.00590982, 4.20648
0.00590972, 4.20634
0.00590961, 4.20647
0.00590951, 4.20632
0.00590941, 4.20645
0.0059093, 4.20631
0.0059092, 4.20644
0.0059091, 4.20629
0.00590899, 4.20642
0.00590889, 4.20628
0.00590879, 4.20641
0.00590868, 4.20626
0.00590858, 4.2064
0.00590848, 4.20653
0.00590837, 4.20666
0.00590827, 4.20651
0.00590817, 4.20665
0.00590807, 4.2065
0.00590796, 4.20663
0.00590786, 4.20676
0.00590776, 4.20662
0.00590765, 4.20675
0.00590755, 4.20688
0.00590745, 4.20701
0.00590734, 4.20715
0.00590724, 4.20728
0.00590714, 4.20741
0.00590703, 4.20754
0.00590693, 4.20768
0.00590683, 4.20781
0.00590673, 4.20766
0.00590662, 4.20779
0.00590652, 4.20765
0.00590642, 4.2075
0.00590631, 4.20763
0.00590621, 4.20749
0.00590611, 4.20762
0.005906, 4.20747
0.0059059, 4.2076
0.0059058, 4.20774
0.00590569, 4.20787
0.00590559, 4.20772
0.00590549, 4.20785
0.00590539, 4.20799
0.00590528, 4.20812
0.00590518, 4.20797
