Iter, Pi
822, 0.796837
823, 0.797084
824, 0.796117
825, 0.796364
826, 0.79661
827, 0.796856
828, 0.795894
829, 0.79614
830, 0.796386
831, 0.796631
832, 0.795673
833, 0.795918
834, 0.794964
835, 0.79521
836, 0.795455
837, 0.795699
838, 0.794749
839, 0.794994
840, 0.795238
841, 0.795482
842, 0.795724
843, 0.795967
844, 0.796209
845, 0.79645
846, 0.79669
847, 0.79693
848, 0.79717
849, 0.797409
850, 0.797647
851, 0.797885
852, 0.798122
853, 0.798359
854, 0.797424
855, 0.797661
856, 0.797897
857, 0.798133
858, 0.798368
859, 0.797439
860, 0.796512
861, 0.795587
862, 0.795824
863, 0.794902
864, 0.793981
865, 0.79422
866, 0.793303
867, 0.793541
868, 0.793779
869, 0.792865
870, 0.793103
871, 0.792193
872, 0.792431
873, 0.792669
874, 0.792906
875, 0.793143
876, 0.793379
877, 0.793615
878, 0.79385
879, 0.794084
880, 0.794318
881, 0.794552
882, 0.794785
883, 0.793884
884, 0.794118
885, 0.79322
886, 0.793454
887, 0.793687
888, 0.793919
889, 0.794151
890, 0.794382
891, 0.794613
892, 0.794843
893, 0.795073
894, 0.794183
895, 0.794413
896, 0.793527
897, 0.792642
898, 0.791759
899, 0.791991
900, 0.791111
901, 0.790233
902, 0.789357
903, 0.78959
904, 0.788717
905, 0.78895
906, 0.789183
907, 0.789416
908, 0.789648
909, 0.789879
910, 0.79011
911, 0.789243
912, 0.789474
913, 0.789704
914, 0.789934
915, 0.790164
916, 0.790393
917, 0.790622
918, 0.79085
919, 0.789989
920, 0.790217
921, 0.789359
922, 0.788503
923, 0.788732
924, 0.788961
925, 0.789189
926, 0.789417
927, 0.789644
928, 0.789871
929, 0.78902
930, 0.788172
931, 0.7884
932, 0.788627
933, 0.788853
934, 0.788009
935, 0.787166
936, 0.786325
937, 0.786553
938, 0.785714
939, 0.784878
940, 0.785106
941, 0.785335
942, 0.785563
943, 0.78579
944, 0.786017
945, 0.786243
946, 0.786469
947, 0.786695
948, 0.78692
949, 0.787144
950, 0.787368
951, 0.787592
952, 0.787815
953, 0.788038
954, 0.78826
955, 0.788482
956, 0.788703
957, 0.788924
958, 0.789144
959, 0.788321
960, 0.788542
961, 0.787721
962, 0.786902
963, 0.787124
964, 0.787344
965, 0.787565
966, 0.787785
967, 0.788004
968, 0.78719
969, 0.786378
970, 0.786598
971, 0.786818
972, 0.787037
973, 0.787256
974, 0.787474
975, 0.787692
976, 0.78791
977, 0.788127
978, 0.788344
979, 0.787538
980, 0.787755
981, 0.787971
982, 0.788187
983, 0.788403
984, 0.788618
985, 0.788832
986, 0.788032
987, 0.788247
988, 0.788462
989, 0.788675
990, 0.788889
991, 0.789102
992, 0.789315
993, 0.789527
994, 0.789738
995, 0.78995
996, 0.790161
997, 0.790371
998, 0.790581
999, 0.790791
1000, 0.791
1001, 0.791209
1002, 0.791417
1003, 0.790628
1004, 0.790837
1005, 0.791045
1006, 0.791252
1007, 0.79146
1008, 0.790675
1009, 0.789891
1010, 0.790099
1011, 0.790307
1012, 0.790514
1013, 0.790721
1014, 0.790927
1015, 0.791133
1016, 0.791339
1017, 0.791544
1018, 0.790766
1019, 0.78999
1020, 0.790196
1021, 0.790402
1022, 0.790607
1023, 0.790811
1024, 0.791016
1025, 0.79122
1026, 0.791423
1027, 0.791626
1028, 0.791829
1029, 0.792031
1030, 0.792233
1031, 0.792435
1032, 0.792636
1033, 0.792836
1034, 0.793037
1035, 0.792271
1036, 0.791506
1037, 0.791707
1038, 0.790944
1039, 0.791145
1040, 0.791346
1041, 0.791547
1042, 0.791747
1043, 0.790988
1044, 0.791188
1045, 0.791388
1046, 0.791587
1047, 0.790831
1048, 0.791031
1049, 0.79123
1050, 0.791429
1051, 0.791627
1052, 0.791825
1053, 0.792023
1054, 0.79222
1055, 0.792417
1056, 0.792614
1057, 0.79281
1058, 0.793006
1059, 0.793201
1060, 0.792453
1061, 0.792648
1062, 0.792844
1063, 0.793039
1064, 0.793233
1065, 0.793427
1066, 0.793621
1067, 0.793814
1068, 0.793071
1069, 0.793265
1070, 0.793458
1071, 0.793651
1072, 0.79291
1073, 0.793103
1074, 0.792365
1075, 0.792558
1076, 0.792751
1077, 0.792943
1078, 0.793135
1079, 0.793327
1080, 0.792593
1081, 0.792784
1082, 0.792052
1083, 0.792244
1084, 0.792435
1085, 0.792627
1086, 0.791897
1087, 0.791168
1088, 0.790441
1089, 0.790634
1090, 0.790826
1091, 0.791017
1092, 0.791209
1093, 0.7914
1094, 0.79159
1095, 0.791781
1096, 0.791971
1097, 0.79216
1098, 0.79235
1099, 0.792539
1100, 0.792727
1101, 0.792007
1102, 0.791289
1103, 0.791478
1104, 0.791667
1105, 0.791855
1106, 0.792043
1107, 0.792231
1108, 0.792419
1109, 0.792606
1110, 0.792793
1111, 0.792079
1112, 0.792266
1113, 0.791554
1114, 0.790844
1115, 0.791031
1116, 0.791219
1117, 0.791406
1118, 0.791592
1119, 0.791778
1120, 0.791964
1121, 0.791258
1122, 0.790553
1123, 0.790739
1124, 0.790036
1125, 0.790222
1126, 0.78952
1127, 0.789707
1128, 0.789894
1129, 0.79008
1130, 0.789381
1131, 0.789567
1132, 0.789753
1133, 0.789056
1134, 0.78836
1135, 0.787665
1136, 0.787852
1137, 0.788039
1138, 0.788225
1139, 0.787533
1140, 0.787719
1141, 0.787905
1142, 0.788091
1143, 0.788276
1144, 0.788462
1145, 0.788646
1146, 0.788831
1147, 0.789015
1148, 0.789199
1149, 0.789382
1150, 0.789565
1151, 0.789748
1152, 0.789931
1153, 0.790113
1154, 0.790295
1155, 0.790476
1156, 0.790657
1157, 0.790838
1158, 0.791019
1159, 0.791199
1160, 0.791379
1161, 0.791559
1162, 0.790878
1163, 0.790198
1164, 0.790378
1165, 0.790558
1166, 0.78988
1167, 0.79006
1168, 0.789384
1169, 0.789564
1170, 0.789744
1171, 0.789923
1172, 0.790102
1173, 0.790281
1174, 0.79046
1175, 0.790638
1176, 0.790816
1177, 0.790994
1178, 0.791171
1179, 0.791349
1180, 0.791525
1181, 0.791702
1182, 0.791032
1183, 0.791209
1184, 0.790541
1185, 0.790717
1186, 0.790894
1187, 0.79107
1188, 0.791246
1189, 0.791421
1190, 0.790756
1191, 0.790932
1192, 0.791107
1193, 0.791282
1194, 0.791457
1195, 0.790795
1196, 0.79097
1197, 0.791145
1198, 0.791319
1199, 0.790659
1200, 0.790833
1201, 0.791007
1202, 0.790349
1203, 0.790524
1204, 0.790698
1205, 0.790871
1206, 0.790216
1207, 0.790389
1208, 0.790563
1209, 0.789909
1210, 0.789256
1211, 0.78943
1212, 0.788779
1213, 0.788953
1214, 0.789127
1215, 0.7893
1216, 0.789474
1217, 0.789647
1218, 0.788998
1219, 0.789171
1220, 0.789344
1221, 0.789517
1222, 0.788871
1223, 0.788226
1224, 0.788399
1225, 0.788571
1226, 0.788744
1227, 0.788916
1228, 0.789088
1229, 0.78926
1230, 0.789431
1231, 0.789602
1232, 0.788961
1233, 0.789132
1234, 0.789303
1235, 0.789474
1236, 0.788835
1237, 0.788197
1238, 0.788368
1239, 0.788539
1240, 0.787903
1241, 0.787268
1242, 0.78744
1243, 0.786806
1244, 0.786977
1245, 0.787149
1246, 0.787319
1247, 0.78749
1248, 0.78766
1249, 0.78703
1250, 0.7872
1251, 0.786571
1252, 0.786741
1253, 0.786911
1254, 0.787081
1255, 0.787251
1256, 0.786624
1257, 0.786794
1258, 0.786963
1259, 0.787133
1260, 0.787302
1261, 0.78747
1262, 0.787639
1263, 0.787807
1264, 0.787975
1265, 0.788142
1266, 0.78831
1267, 0.788477
1268, 0.788644
1269, 0.78881
1270, 0.788976
1271, 0.789142
1272, 0.789308
1273, 0.789474
1274, 0.789639
1275, 0.789804
1276, 0.789969
1277, 0.790133
1278, 0.790297
1279, 0.790461
1280, 0.789844
1281, 0.790008
1282, 0.789392
1283, 0.789556
1284, 0.788941
1285, 0.789105
1286, 0.789269
1287, 0.789433
1288, 0.789596
1289, 0.78976
1290, 0.789922
1291, 0.789311
1292, 0.789474
1293, 0.789637
1294, 0.789799
1295, 0.789961
1296, 0.789352
1297, 0.789514
1298, 0.789676
1299, 0.789838
1300, 0.79
1301, 0.790161
1302, 0.790323
1303, 0.790483
1304, 0.789877
1305, 0.790038
1306, 0.790199
1307, 0.79036
1308, 0.79052
1309, 0.79068
1310, 0.79084
1311, 0.790999
1312, 0.791159
1313, 0.790556
1314, 0.790715
1315, 0.790875
1316, 0.790274
1317, 0.790433
1318, 0.790592
1319, 0.789992
1320, 0.790152
1321, 0.79031
1322, 0.790469
1323, 0.790627
1324, 0.79003
1325, 0.789434
1326, 0.789593
1327, 0.789751
1328, 0.78991
1329, 0.790068
1330, 0.790226
1331, 0.790383
1332, 0.790541
1333, 0.790698
1334, 0.790855
1335, 0.791011
1336, 0.790419
1337, 0.790576
1338, 0.790732
1339, 0.790889
1340, 0.791045
1341, 0.791201
1342, 0.791356
1343, 0.791512
1344, 0.791667
1345, 0.791078
1346, 0.791233
1347, 0.791388
1348, 0.791543
1349, 0.791698
1350, 0.791111
1351, 0.791266
1352, 0.79142
1353, 0.791574
1354, 0.791728
1355, 0.791144
1356, 0.791298
1357, 0.791452
1358, 0.791605
1359, 0.791759
1360, 0.791912
1361, 0.792065
1362, 0.792217
1363, 0.791636
1364, 0.791789
1365, 0.791941
1366, 0.791362
1367, 0.790783
1368, 0.790936
1369, 0.790358
1370, 0.790511
1371, 0.790664
1372, 0.790816
1373, 0.790969
1374, 0.791121
1375, 0.791273
1376, 0.791424
1377, 0.79085
1378, 0.791001
1379, 0.790428
1380, 0.79058
1381, 0.790731
1382, 0.790883
1383, 0.791034
1384, 0.791185
1385, 0.790614
1386, 0.790765
1387, 0.790195
1388, 0.790346
1389, 0.790497
1390, 0.790647
1391, 0.790798
1392, 0.790948
1393, 0.791098
1394, 0.791248
1395, 0.791398
1396, 0.791547
1397, 0.791696
1398, 0.791845
1399, 0.791279
1400, 0.791429
1401, 0.791577
1402, 0.791726
1403, 0.791162
1404, 0.790598
1405, 0.790036
1406, 0.790185
1407, 0.790334
1408, 0.790483
1409, 0.790632
1410, 0.79078
1411, 0.790928
1412, 0.791076
1413, 0.790517
1414, 0.790665
1415, 0.790813
1416, 0.79096
1417, 0.790402
1418, 0.79055
1419, 0.790698
1420, 0.790845
1421, 0.790992
1422, 0.790436
1423, 0.789881
1424, 0.790028
1425, 0.790175
1426, 0.790323
1427, 0.79047
1428, 0.790616
1429, 0.790763
1430, 0.790909
1431, 0.791055
1432, 0.791201
1433, 0.791347
1434, 0.791492
1435, 0.790941
1436, 0.791086
1437, 0.791232
1438, 0.791377
1439, 0.791522
1440, 0.791667
1441, 0.791811
1442, 0.791956
1443, 0.791407
1444, 0.791551
1445, 0.791696
1446, 0.79184
1447, 0.791292
1448, 0.791436
1449, 0.79158
1450, 0.791724
1451, 0.791178
1452, 0.791322
1453, 0.791466
1454, 0.791609
1455, 0.791065
1456, 0.791209
1457, 0.791352
1458, 0.791495
1459, 0.791638
1460, 0.791096
1461, 0.791239
1462, 0.791382
1463, 0.791524
1464, 0.791667
1465, 0.791809
1466, 0.791951
1467, 0.792093
1468, 0.791553
1469, 0.791695
1470, 0.791837
1471, 0.791298
1472, 0.79144
1473, 0.790903
1474, 0.791045
1475, 0.791186
1476, 0.791328
1477, 0.791469
1478, 0.79161
1479, 0.791751
1480, 0.791892
1481, 0.791357
1482, 0.791498
1483, 0.791639
1484, 0.791779
1485, 0.791919
1486, 0.792059
1487, 0.792199
1488, 0.792339
1489, 0.792478
1490, 0.792617
1491, 0.792086
1492, 0.792225
1493, 0.792364
1494, 0.792503
1495, 0.792642
1496, 0.792112
1497, 0.792251
1498, 0.79239
1499, 0.792528
1500, 0.792
1501, 0.792139
1502, 0.792277
1503, 0.792415
1504, 0.791888
1505, 0.792027
1506, 0.792165
1507, 0.792303
1508, 0.79244
1509, 0.792578
1510, 0.792715
1511, 0.792191
1512, 0.792328
1513, 0.792465
1514, 0.792602
1515, 0.792739
1516, 0.792876
1517, 0.793013
1518, 0.793149
1519, 0.792627
1520, 0.792763
1521, 0.792899
1522, 0.793035
1523, 0.792515
1524, 0.792651
1525, 0.792787
1526, 0.792923
1527, 0.793058
1528, 0.793194
1529, 0.793329
1530, 0.793464
1531, 0.793599
1532, 0.793734
1533, 0.793868
1534, 0.794003
1535, 0.794137
1536, 0.794271
1537, 0.794405
1538, 0.794538
1539, 0.794672
1540, 0.794805
1541, 0.794938
1542, 0.795071
1543, 0.794556
1544, 0.794689
1545, 0.794822
1546, 0.794308
1547, 0.794441
1548, 0.794574
1549, 0.794706
1550, 0.794839
1551, 0.794971
1552, 0.794459
1553, 0.794591
1554, 0.79408
1555, 0.794212
1556, 0.794344
1557, 0.794477
1558, 0.794608
1559, 0.794099
1560, 0.794231
1561, 0.794363
1562, 0.793854
1563, 0.793986
1564, 0.794118
1565, 0.794249
1566, 0.794381
1567, 0.794512
1568, 0.794643
1569, 0.794136
1570, 0.794268
1571, 0.793762
1572, 0.793893
1573, 0.794024
1574, 0.794155
1575, 0.794286
1576, 0.794416
1577, 0.793912
1578, 0.794043
1579, 0.79354
1580, 0.793671
1581, 0.793169
1582, 0.7933
1583, 0.79343
1584, 0.793561
1585, 0.793691
1586, 0.793821
1587, 0.793951
1588, 0.794081
1589, 0.79421
1590, 0.79434
1591, 0.794469
1592, 0.794598
1593, 0.794099
1594, 0.793601
1595, 0.79373
1596, 0.79386
1597, 0.793989
1598, 0.794118
1599, 0.794246
1600, 0.794375
1601, 0.794503
1602, 0.794007
1603, 0.794136
1604, 0.794264
1605, 0.794393
1606, 0.793898
1607, 0.794026
1608, 0.793532
1609, 0.793661
1610, 0.793789
1611, 0.793917
1612, 0.794045
1613, 0.794172
1614, 0.7943
1615, 0.794427
1616, 0.794554
1617, 0.794682
1618, 0.794808
1619, 0.794317
1620, 0.794444
1621, 0.794571
1622, 0.794081
1623, 0.794208
1624, 0.794335
1625, 0.794462
1626, 0.793973
1627, 0.7941
1628, 0.794226
1629, 0.794352
1630, 0.794479
1631, 0.794605
1632, 0.79473
1633, 0.794856
1634, 0.794982
1635, 0.794495
1636, 0.794621
1637, 0.794746
1638, 0.794872
1639, 0.794997
1640, 0.794512
1641, 0.794637
1642, 0.794153
1643, 0.794279
1644, 0.794404
1645, 0.794529
1646, 0.794654
1647, 0.794778
1648, 0.794296
1649, 0.794421
1650, 0.794545
1651, 0.79467
1652, 0.794189
1653, 0.793708
1654, 0.793833
1655, 0.793958
1656, 0.794082
1657, 0.794206
1658, 0.794331
1659, 0.793852
1660, 0.793976
1661, 0.7941
1662, 0.794224
1663, 0.794348
1664, 0.794471
1665, 0.793994
1666, 0.794118
1667, 0.793641
1668, 0.793765
1669, 0.793889
